"","species","lat","lon","month","year"
"5590","Boletus edulis",56.98739,-3.523827,8,1997
"5591","Boletus edulis",57.145288,-3.811295,9,2001
"5592","Boletus edulis",56.99637,-3.524194,9,1997
"5593","Boletus edulis",57.065058,-2.933321,1,1975
"5594","Boletus edulis",57.145048,-3.827812,9,1995
"5595","Boletus edulis",57.054286,-3.889303,9,1995
"5596","Boletus edulis",57.125609,-3.925976,8,2002
"5598","Boletus edulis",56.988174,-3.458027,8,2001
"5599","Boletus edulis",56.99772,-3.409014,9,1998
"5600","Boletus edulis",56.753092,-3.579745,9,2001
"5601","Boletus edulis",56.744522,-3.546682,8,1996
"5603","Boletus edulis",56.78566,-3.826663,9,1997
"5604","Boletus edulis",57.047568,-2.86695,9,1975
"5605","Boletus edulis",57.040503,-2.520718,9,2000
"5606","Boletus edulis",56.732494,-3.775041,9,2000
"5608","Boletus edulis",56.732494,-3.775041,9,2002
"5610","Boletus edulis",56.987189,-3.540277,8,1997
"5611","Boletus edulis",57.121498,-3.900985,9,1994
"5612","Boletus edulis",57.309621,-3.620145,7,1993
"5613","Boletus edulis",56.996962,-3.474833,8,1996
"5614","Boletus edulis",57.246211,-2.705897,9,2001
"5615","Boletus edulis",57.123892,-3.735914,9,2004
"5616","Boletus edulis",56.987589,-3.507377,6,1998
"5617","Boletus edulis",56.987982,-3.474477,9,2002
"5619","Boletus edulis",56.99862,-3.326737,10,1999
"5620","Boletus edulis",57.042785,-2.908041,1,1975
"5621","Boletus edulis",56.741473,-3.775464,8,1994
"5622","Boletus edulis",57.172461,-3.796084,6,1995
"5623","Boletus edulis",57.23578,-3.766024,1,1992
"5624","Boletus edulis",57.01384,-4.167263,10,2006
"5625","Boletus edulis",57.22749,-3.715932,9,1995
"5626","Boletus edulis",56.744522,-3.546682,8,1985
"5629","Boletus edulis",56.997534,-3.425469,8,2006
"5631","Boletus edulis",57.02249,-3.591157,10,2001
"5632","Boletus edulis",56.914809,-2.502542,9,1999
"5633","Boletus edulis",57.042785,-2.908041,8,1990
"5634","Boletus edulis",57.31554,-1.918635,10,2002
"5636","Boletus edulis",57.065058,-2.933321,1,1981
"5637","Boletus edulis",57.082898,-2.950267,9,2004
"5641","Boletus edulis",56.996169,-3.540648,10,1999
"5642","Boletus edulis",56.98739,-3.523827,8,1994
"5644","Boletus edulis",56.741473,-3.775464,9,1998
"5645","Boletus edulis",56.744522,-3.546682,8,2001
"5646","Boletus edulis",57.081684,-3.09872,9,1975
"5648","Boletus edulis",57.066565,-2.702482,9,2001
"5649","Boletus edulis",57.211479,-3.566168,9,2008
"5650","Boletus edulis",57.47005,-2.826916,9,2009
"5651","Boletus edulis",57.042785,-2.908041,1,1992
"5653","Boletus edulis",56.987189,-3.540277,8,1998
"5654","Boletus edulis",56.744522,-3.546682,9,2002
"5655","Boletus edulis",57.125354,-3.942483,7,2001
"5656","Boletus edulis",57.01384,-4.167263,9,2005
"5659","Boletus edulis",56.98739,-3.523827,8,1988
"5660","Boletus edulis",56.767461,-3.842141,9,1997
"5662","Boletus edulis",57.05655,-2.86716,10,1994
"5663","Boletus edulis",56.987189,-3.540277,9,2001
"5664","Boletus edulis",57.09052,-3.115484,8,2009
"5665","Boletus edulis",57.21368,-3.740129,9,2002
"5667","Boletus edulis",56.98739,-3.523827,10,2002
"5668","Boletus edulis",56.98739,-3.523827,9,2004
"5672","Boletus edulis",57.083022,-2.933772,9,2001
"5673","Boletus edulis",57.048868,-2.652699,1,2004
"5674","Boletus edulis",57.445474,-2.293211,10,1998
"5675","Boletus edulis",57.02249,-3.591157,10,2001
"5676","Boletus edulis",57.336559,-3.621331,8,1993
"5677","Boletus edulis",57.255532,-3.634347,9,1995
"5679","Boletus edulis",57.163718,-3.779123,8,2005
"5681","Boletus edulis",56.98739,-3.523827,9,1997
"5682","Boletus edulis",57.058784,-2.438538,9,1990
"5683","Boletus edulis",57.058784,-2.438538,9,2002
"5684","Boletus edulis",57.065417,-2.883857,9,1975
"5685","Boletus edulis",57.291012,-3.669107,8,2001
"5686","Boletus edulis",57.154266,-3.811734,9,2005
"5687","Boletus edulis",57.163718,-3.779123,9,2005
"5688","Boletus edulis",57.154266,-3.811734,9,1994
"5689","Boletus edulis",57.47005,-2.826916,7,2002
"5690","Boletus edulis",57.01384,-4.167263,9,2006
"5692","Boletus edulis",57.073398,-3.016002,10,2000
"5693","Boletus edulis",57.125354,-3.942483,9,2001
"5694","Boletus edulis",56.987589,-3.507377,9,1996
"5695","Boletus edulis",57.283101,-2.507553,7,1998
"5696","Boletus edulis",57.164862,-3.696491,9,2008
"5697","Boletus edulis",57.068826,-4.104484,9,1993
"5699","Boletus edulis",56.98739,-3.523827,9,2000
"5702","Boletus edulis",57.049035,-2.619736,10,2006
"5703","Boletus edulis",57.352835,-2.890755,9,2001
"5704","Boletus edulis",57.631979,-3.701474,10,2002
"5706","Boletus edulis",56.98739,-3.523827,8,2001
"5707","Boletus edulis",56.987787,-3.490928,8,2001
"5708","Boletus edulis",57.040658,-3.575452,10,1999
"5709","Boletus edulis",57.283101,-2.507553,9,2000
"5710","Boletus edulis",57.211479,-3.566168,8,2008
"5711","Boletus edulis",57.047568,-2.86695,9,1978
"5712","Boletus edulis",57.631979,-3.701474,9,2009
"5713","Boletus edulis",57.022699,-3.574692,10,1999
"5714","Boletus edulis",56.750684,-3.759544,9,1994
"5715","Boletus edulis",57.174284,-3.66384,8,2000
"5716","Boletus edulis",57.007425,-3.343516,9,1998
"5717","Boletus edulis",57.006135,-3.45873,9,1999
"5718","Boletus edulis",57.042785,-2.908041,9,1992
"5719","Boletus edulis",57.211479,-3.566168,9,2008
"5720","Boletus edulis",56.76546,-3.972938,9,1988
"5721","Boletus edulis",56.987189,-3.540277,9,2007
"5722","Boletus edulis",56.987189,-3.540277,9,1997
"5723","Boletus edulis",56.98739,-3.523827,10,2006
"5724","Boletus edulis",57.04127,-3.526033,9,2000
"5726","Boletus edulis",57.631979,-3.701474,9,2005
"5728","Boletus edulis",57.044741,-2.578461,9,2007
"5729","Boletus edulis",56.987189,-3.540277,9,1993
"5730","Boletus edulis",56.785419,-3.843021,9,1998
"5735","Boletus edulis",57.244759,-3.766453,10,2008
"5736","Boletus edulis",56.98739,-3.523827,9,2007
"5737","Boletus edulis",57.025562,-3.327697,9,1998
"5738","Boletus edulis",57.02249,-3.591157,9,2000
"5739","Boletus edulis",56.744522,-3.546682,8,2000
"5742","Boletus edulis",56.997534,-3.425469,9,1982
"5744","Boletus edulis",57.47005,-2.826916,10,2000
"5745","Boletus edulis",57.02249,-3.591157,9,1996
"5746","Boletus edulis",57.066918,-2.636525,1,1994
"5748","Boletus edulis",57.280202,-3.80133,8,2009
"5749","Boletus edulis",57.05655,-2.86716,9,2002
"5751","Boletus edulis",57.163718,-3.779123,9,2002
"5753","Boletus edulis",56.98739,-3.523827,8,2009
"5755","Boletus edulis",57.281589,-3.701859,8,2009
"5756","Boletus edulis",57.291012,-3.669107,7,2001
"5757","Boletus edulis",56.98739,-3.523827,8,1986
"5758","Boletus edulis",56.678995,-3.388928,8,1995
"5759","Boletus edulis",57.076218,-2.570704,9,1994
"5760","Boletus edulis",57.6626,-3.761579,9,2001
"5761","Boletus edulis",57.228159,-3.666266,9,1992
"5763","Boletus edulis",57.076501,-2.504728,10,1994
"5764","Boletus edulis",57.035713,-3.21271,9,2006
"5765","Boletus edulis",57.517672,-2.026695,9,2000
"5766","Boletus edulis",57.005942,-3.475188,10,2000
"5767","Boletus edulis",57.47005,-2.826916,9,1997
"5768","Boletus edulis",56.987982,-3.474477,9,1996
"5769","Boletus edulis",56.774952,-3.940704,9,1988
"5770","Boletus edulis",56.98739,-3.523827,8,1985
"5771","Boletus edulis",57.163951,-3.762597,9,2002
"5772","Boletus edulis",57.095023,-2.339947,10,2001
"5773","Boletus edulis",57.025562,-3.327697,10,1998
"5775","Boletus edulis",57.003688,-2.701297,9,1999
"5776","Boletus edulis",57.006885,-3.392895,7,1999
"5777","Boletus edulis",57.01267,-2.701466,9,1999
"5778","Boletus edulis",57.099353,-3.132256,8,2008
"5779","Boletus edulis",56.987787,-3.490928,10,2006
"5781","Boletus edulis",57.585017,-1.918037,9,1982
"5783","Boletus edulis",56.987189,-3.540277,8,1988
"5784","Boletus edulis",56.987189,-3.540277,8,1999
"5786","Boletus edulis",57.025562,-3.327697,8,1998
"5787","Boletus edulis",56.744522,-3.546682,8,1988
"5788","Boletus edulis",56.99772,-3.409014,8,2001
"5789","Boletus edulis",57.02249,-3.591157,11,2001
"5792","Boletus edulis",56.997534,-3.425469,9,2008
"5794","Boletus edulis",57.517672,-2.026695,9,1997
"5795","Boletus edulis",56.741473,-3.775464,9,2008
"5796","Boletus edulis",57.400698,-2.226292,9,2002
"5797","Boletus edulis",57.038585,-2.866741,9,2002
"5798","Boletus edulis",56.987589,-3.507377,9,1996
"5799","Boletus edulis",56.793162,-3.92527,8,1994
"5801","Boletus edulis",56.996169,-3.540648,8,1997
"5805","Boletus edulis",57.123892,-3.735914,9,2002
"5806","Boletus edulis",56.77644,-3.842581,8,1993
"5808","Boletus edulis",57.631979,-3.701474,9,2008
"5809","Boletus edulis",56.987589,-3.507377,8,1985
"5810","Boletus edulis",57.154266,-3.811734,8,1996
"5811","Boletus edulis",57.217831,-3.409115,10,2007
"5815","Boletus edulis",57.026076,-3.278292,8,2004
"5816","Boletus edulis",57.165305,-3.663437,8,2000
"5818","Boletus edulis",56.98739,-3.523827,9,2001
"5819","Boletus edulis",57.026732,-3.212417,8,1997
"5820","Boletus edulis",56.987189,-3.540277,8,1986
"5821","Boletus edulis",57.163718,-3.779123,8,2000
"5823","Boletus edulis",57.172461,-3.796084,9,2002
"5825","Boletus edulis",57.145288,-3.811295,8,2002
"5826","Boletus edulis",56.744522,-3.546682,8,1995
"5827","Boletus edulis",57.144316,-3.877362,9,2002
"5829","Boletus edulis",56.996169,-3.540648,9,1997
"5831","Boletus edulis",56.987982,-3.474477,9,1996
"5832","Boletus edulis",56.732494,-3.775041,8,1988
"5833","Boletus edulis",57.006135,-3.45873,7,2007
"5834","Boletus edulis",57.098675,-3.924579,9,2001
"5835","Boletus edulis",57.04127,-3.526033,10,2001
"5837","Boletus edulis",56.774952,-3.940704,8,1986
"5839","Boletus edulis",56.785419,-3.843021,8,1994
"5840","Boletus edulis",56.744522,-3.546682,8,1994
"5842","Boletus edulis",57.022699,-3.574692,8,2001
"5843","Boletus edulis",56.785419,-3.843021,8,1985
"5845","Boletus edulis",56.987589,-3.507377,8,1988
"5846","Boletus edulis",57.202449,-2.456792,9,2001
"5848","Boletus edulis",57.006135,-3.45873,9,1997
"5850","Boletus edulis",57.006885,-3.392895,9,1998
"5852","Boletus edulis",56.997534,-3.425469,10,2001
"5853","Boletus edulis",57.02228,-3.607621,8,1998
"5855","Boletus edulis",57.211479,-3.566168,8,2006
"5856","Boletus edulis",57.026732,-3.212417,9,1996
"5857","Boletus edulis",57.21368,-3.740129,8,1998
"5859","Boletus edulis",57.21368,-3.740129,9,2000
"5861","Boletus edulis",57.145048,-3.827812,9,1973
"5865","Boletus edulis",56.997534,-3.425469,9,2004
"5870","Boletus edulis",57.517672,-2.026695,9,2001
"5872","Boletus edulis",57.517672,-2.026695,9,1998
"5873","Boletus edulis",57.064934,-2.949808,9,1975
"5875","Boletus edulis",57.23694,-2.755421,9,2001
"5876","Boletus edulis",57.026076,-3.278292,9,2002
"5878","Boletus edulis",56.744522,-3.546682,8,1998
"5880","Boletus edulis",56.987589,-3.507377,9,1997
"5881","Boletus edulis",57.174284,-3.66384,5,1997
"5887","Boletus edulis",57.23531,-3.799139,8,1993
"5891","Boletus edulis",56.78566,-3.826663,9,1989
"5893","Boletus edulis",57.140253,-2.191652,10,2007
"5895","Boletus edulis",56.998444,-3.343193,10,1999
"5896","Boletus edulis",57.154026,-3.828255,5,1997
"5897","Boletus edulis",56.987189,-3.540277,9,1997
"5898","Boletus edulis",57.336772,-3.604726,8,2009
"5899","Boletus edulis",57.202449,-2.456792,10,2009
"5902","Boletus edulis",57.02249,-3.591157,6,2001
"5903","Boletus edulis",57.006885,-3.392895,7,2008
"5904","Boletus edulis",57.400698,-2.226292,10,2005
"5905","Boletus edulis",56.744522,-3.546682,8,1995
"5907","Boletus edulis",57.026076,-3.278292,9,2009
"5910","Boletus edulis",57.189698,-3.846567,9,1997
"5911","Boletus edulis",57.038225,-3.402308,8,2000
"5912","Boletus edulis",57.01384,-4.167263,10,2005
"5913","Boletus edulis",56.987982,-3.474477,9,2004
"5915","Boletus edulis",56.753298,-3.563398,8,1997
"5918","Boletus edulis",56.98739,-3.523827,8,1996
"5919","Boletus edulis",57.064416,-3.015757,10,2000
"5920","Boletus edulis",57.02249,-3.591157,8,1998
"5921","Boletus edulis",56.987589,-3.507377,8,1998
"5922","Boletus edulis",57.681819,-3.284527,9,2008
"5923","Boletus edulis",57.073661,-2.98302,9,2007
"5924","Boletus edulis",57.517672,-2.026695,10,1999
"5925","Boletus edulis",56.732494,-3.775041,8,1999
"5926","Boletus edulis",57.137701,-3.711773,8,2005
"5930","Boletus edulis",56.732494,-3.775041,8,1997
"5931","Boletus edulis",57.006135,-3.45873,8,2001
"5932","Boletus edulis",57.32904,-1.993341,9,1976
"5935","Boletus edulis",56.98739,-3.523827,9,2006
"5936","Boletus edulis",57.03147,-3.591541,10,1999
"5937","Boletus edulis",57.125354,-3.942483,8,2002
"5938","Boletus edulis",57.067584,-2.488115,8,2002
"5940","Boletus edulis",57.25397,-3.750317,1,1992
"5942","Boletus edulis",57.245673,-3.700203,8,2000
"5943","Boletus edulis",57.211479,-3.566168,8,2008
"5944","Boletus edulis",57.098675,-3.924579,9,2006
"5945","Boletus edulis",56.78566,-3.826663,9,1991
"5947","Boletus edulis",53.277057,-2.453211,10,2022
"5948","Boletus edulis",50.915826,-2.385448,10,1992
"5949","Boletus edulis",50.844516,-1.958759,10,1994
"5950","Boletus edulis",52.572363,-2.953282,10,2022
"5951","Boletus edulis",55.74777,-2.608332,9,2020
"5952","Boletus edulis",53.311237,-1.503908,11,2022
"5953","Boletus edulis",51.279331,-0.288661,11,2022
"5954","Boletus edulis",57.648107,-3.364944,10,2022
"5955","Boletus edulis",50.9351,-1.399203,11,2022
"5956","Boletus edulis",52.467558,-3.171746,11,2022
"5957","Boletus edulis",50.626666,1.830099,9,2022
"5958","Boletus edulis",51.545464,-3.315985,10,2022
"5959","Boletus edulis",51.079141,-3.573323,10,2022
"5960","Boletus edulis",50.760136,1.918261,9,2022
"5961","Boletus edulis",51.143631,-3.995345,10,2022
"5962","Boletus edulis",50.775454,1.959505,9,2022
"5963","Boletus edulis",53.232494,-2.371758,11,2022
"5964","Boletus edulis",50.668678,1.870118,9,2022
"5965","Boletus edulis",53.738587,-2.135063,11,2021
"5966","Boletus edulis",54.61467,-3.22913,10,2022
"5967","Boletus edulis",54.78643,-3.042768,10,2022
"5968","Boletus edulis",51.176003,1.070614,10,2022
"5969","Boletus edulis",53.534803,-2.303001,10,2022
"5970","Boletus edulis",51.178017,-0.858672,10,2022
"5971","Boletus edulis",57.29198,-4.915805,10,2022
"5972","Boletus edulis",51.160767,-3.263238,9,2022
"5973","Boletus edulis",51.115953,-3.167062,9,2022
"5974","Boletus edulis",52.899855,-4.107222,10,2022
"5975","Boletus edulis",54.803337,-1.544055,10,2022
"5976","Boletus edulis",53.27893,-1.56163,10,2022
"5977","Boletus edulis",51.747842,-2.678728,10,2022
"5978","Boletus edulis",53.391221,-2.378772,10,2022
"5979","Boletus edulis",54.528328,-3.157089,10,2022
"5980","Boletus edulis",57.293255,-4.916388,10,2022
"5981","Boletus edulis",53.203808,-3.230828,10,2022
"5982","Boletus edulis",53.138973,-4.132828,9,2022
"5983","Boletus edulis",51.646936,-3.922375,10,2022
"5984","Boletus edulis",57.420485,-4.612385,10,2022
"5985","Boletus edulis",53.296664,-2.209628,10,2022
"5986","Boletus edulis",54.778758,-1.590233,10,2022
"5987","Boletus edulis",51.630172,-0.324428,10,2022
"5988","Boletus edulis",57.691095,-4.457592,10,2022
"5989","Boletus edulis",51.069922,-0.090833,9,2022
"5990","Boletus edulis",55.725705,-3.443278,9,2022
"5991","Boletus edulis",55.72575,-3.443572,9,2022
"5992","Boletus edulis",55.716337,-3.425163,9,2022
"5993","Boletus edulis",51.632356,-3.777169,9,2022
"5994","Boletus edulis",53.636456,-2.344813,10,2022
"5995","Boletus edulis",50.705108,-2.257705,9,2022
"5996","Boletus edulis",50.95444,-1.501486,10,2022
"5997","Boletus edulis",51.306654,1.042894,9,2022
"5998","Boletus edulis",56.126605,-4.606545,10,2022
"5999","Boletus edulis",50.973097,-3.555475,10,2022
"6000","Boletus edulis",55.726147,-3.437045,9,2022
"6001","Boletus edulis",53.656799,-2.5953,9,2022
"6002","Boletus edulis",53.864597,-2.220422,10,2022
"6003","Boletus edulis",51.278553,-1.051142,9,2022
"6004","Boletus edulis",54.906921,-1.813812,10,2022
"6005","Boletus edulis",53.239904,-2.692653,10,2022
"6006","Boletus edulis",57.574553,-4.220487,8,2022
"6007","Boletus edulis",57.556743,-4.486546,8,2022
"6008","Boletus edulis",57.972572,-4.542692,7,2022
"6009","Boletus edulis",51.070498,0.131949,9,2022
"6010","Boletus edulis",52.141109,-4.006702,9,2022
"6011","Boletus edulis",57.880529,-4.069086,9,2022
"6012","Boletus edulis",51.157056,-3.217262,9,2022
"6013","Boletus edulis",52.141152,-4.006752,9,2022
"6014","Boletus edulis",54.366821,-1.753549,9,2022
"6015","Boletus edulis",54.758016,-1.700647,9,2022
"6016","Boletus edulis",56.328394,-4.721744,9,2022
"6017","Boletus edulis",55.113286,-1.625737,9,2022
"6018","Boletus edulis",57.146499,-3.748878,9,2022
"6019","Boletus edulis",53.217094,-4.171472,9,2022
"6020","Boletus edulis",51.799651,-4.806175,9,2022
"6021","Boletus edulis",50.879411,-1.519292,9,2022
"6022","Boletus edulis",50.869963,-1.620358,9,2022
"6023","Boletus edulis",53.220001,-4.161425,9,2022
"6024","Boletus edulis",57.057648,-2.492961,9,2022
"6025","Boletus edulis",51.791633,-4.806042,9,2022
"6026","Boletus edulis",57.058346,-2.477953,9,2022
"6027","Boletus edulis",56.970372,-2.582175,9,2022
"6028","Boletus edulis",51.862463,-4.568644,9,2022
"6029","Boletus edulis",55.010864,-4.091559,9,2022
"6030","Boletus edulis",51.147986,-3.194438,9,2022
"6031","Boletus edulis",50.413636,-3.927144,9,2022
"6032","Boletus edulis",50.889745,0.484063,9,2022
"6033","Boletus edulis",54.776055,-2.418678,9,2022
"6035","Boletus edulis",54.280734,-4.358653,9,2022
"6036","Boletus edulis",52.005531,-4.084247,9,2022
"6037","Boletus edulis",57.186255,-2.240468,9,2022
"6038","Boletus edulis",57.055075,-2.845868,9,2022
"6039","Boletus edulis",57.058136,-2.479606,9,2022
"6040","Boletus edulis",57.068054,-2.474465,9,2022
"6041","Boletus edulis",50.758027,-3.782992,9,2022
"6042","Boletus edulis",51.148364,-3.200467,9,2022
"6043","Boletus edulis",57.060577,-2.475119,9,2022
"6044","Boletus edulis",55.891828,-3.66431,9,2022
"6045","Boletus edulis",55.940742,-3.469543,9,2022
"6046","Boletus edulis",51.164822,-3.25868,9,2022
"6047","Boletus edulis",54.180822,-1.082064,9,2022
"6048","Boletus edulis",54.639211,-1.723464,9,2022
"6049","Boletus edulis",54.706129,-1.638307,9,2022
"6050","Boletus edulis",52.568307,0.61724,9,2022
"6051","Boletus edulis",55.143387,-3.002397,9,2022
"6052","Boletus edulis",55.187772,-4.177534,9,2022
"6053","Boletus edulis",51.830045,-2.5753,9,2022
"6054","Boletus edulis",55.819016,-3.545225,9,2022
"6055","Boletus edulis",51.035977,0.320114,9,2022
"6056","Boletus edulis",56.373581,-4.265565,9,2022
"6057","Boletus edulis",54.984192,-4.085498,9,2022
"6058","Boletus edulis",57.060425,-2.47649,9,2022
"6059","Boletus edulis",55.883331,-3.481179,9,2022
"6060","Boletus edulis",55.955963,-3.595603,9,2022
"6061","Boletus edulis",50.845799,-0.163001,9,2022
"6062","Boletus edulis",56.149578,-3.777514,9,2022
"6063","Boletus edulis",51.166302,0.132859,9,2022
"6065","Boletus edulis",57.70684,-4.313776,9,2022
"6066","Boletus edulis",55.611951,-3.51412,8,2022
"6067","Boletus edulis",54.530717,-3.158715,8,2022
"6068","Boletus edulis",56.279675,-5.026225,8,2022
"6069","Boletus edulis",57.079163,-2.331515,8,2022
"6070","Boletus edulis",50.396938,-5.203064,9,2022
"6071","Boletus edulis",52.005052,-4.084617,9,2022
"6072","Boletus edulis",53.432604,-1.620719,9,2022
"6073","Boletus edulis",54.249825,-4.373553,9,2022
"6074","Boletus edulis",55.982375,-4.047579,8,2022
"6075","Boletus edulis",51.709854,-3.418409,10,2021
"6076","Boletus edulis",56.037087,-4.391423,8,2022
"6077","Boletus edulis",55.245259,-2.587934,8,2022
"6078","Boletus edulis",51.836907,-2.531146,9,1995
"6079","Boletus edulis",51.827981,-2.51653,11,1990
"6080","Boletus edulis",51.827981,-2.51653,9,1993
"6081","Boletus edulis",51.773623,-2.602869,9,1999
"6082","Boletus edulis",51.820024,-2.153738,9,1997
"6083","Boletus edulis",51.820024,-2.153738,10,1995
"6084","Boletus edulis",53.002296,-1.926943,11,1996
"6085","Boletus edulis",52.732616,-1.927393,9,2009
"6086","Boletus edulis",53.091996,-2.225435,9,2000
"6087","Boletus edulis",53.002296,-1.926943,9,2006
"6088","Boletus edulis",52.732616,-1.927393,10,2006
"6089","Boletus edulis",53.092187,-1.926791,9,2001
"6090","Boletus edulis",53.002105,-2.224966,10,1982
"6091","Boletus edulis",53.002294,-2.075955,9,2001
"6092","Boletus edulis",53.002112,-1.777932,10,2007
"6093","Boletus edulis",53.091996,-2.225435,10,1999
"6094","Boletus edulis",53.092187,-1.926791,9,1982
"6095","Boletus edulis",53.091996,-2.225435,11,1996
"6096","Boletus edulis",50.44796,3.21944,4,2016
"6097","Boletus edulis",50.4937,2.28843,4,2016
"6098","Boletus edulis",50.70176,1.71297,9,1997
"6100","Boletus edulis",50.70176,1.71297,10,1998
"6103","Boletus edulis",54.190666,-2.790759,10,1978
